CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-I-007/2-2-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-2. PRUEBAS. PRUEBA A: FRIO (CANCELA A LA NMX-I-007/2-2-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-20-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-20. PRUEBAS. PRUEBA FH: VIBRACION ALEATORIA DE BANDA ANCHA (CONTROL DIGITAL) Y GUIA (CANCELA A LA NMX-I-007/2-20-NYCE-2002).,2007-10-19T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-25-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-25. PRUEBAS. GUIA PARA SIMULAR LOS EFECTOS DEL ALMACENAMIENTO (CANCELA A LA NMX-I-007/2-25-NYCE-2002).,2007-10-19T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-3-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-3. PRUEBAS. PRUEBA AA: FRIO PARA UN ESPECIMEN NO DISIPADOR CON VARIACION BRUSCA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-3-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",
NMX-I-007/2-31-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-31. PRUEBAS. PRUEBA N: GUIA PARA LAS PRUEBAS DE VARIACIONES DE TEMPERATURA (CANCELA A LA NMX-I-007/2-31-NYCE-2002).,2007-10-19T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-32-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-32. PRUEBAS. PRUEBA NA: VARIACION RAPIDA DE LA TEMPERATURA CON UN TIEMPO DETERMINADO PARA LA TRANSFERENCIA (CANCELA A LA NMX-I-007/2-32-NYCE-2002).,2007-10-19T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-33-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-33. PRUEBAS. PRUEBA NB: VARIACION DE LA TEMPERATURA CON UNA VELOCIDAD DE VARIACION ESPECIFICA (CANCELA A LA NMX-I-007/2-33-NYCE-2002).,2007-10-19T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-34-NYCE-2007,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-34. PRUEBAS. PRUEBA NC: VARIACION RAPIDA DE LA TEMPERATURA, METODO DE LOS DOS BAÑOS (CANCELA A LA NMX-I-007/2-34-NYCE-2002).",2007-10-19T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-4-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-4. PRUEBAS. PRUEBA AB: FRIO PARA UN ESPECIMEN NO DISIPADOR CON VARIACION LENTA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-4-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-41-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-41. PRUEBAS. GUIA PARA LA PRUEBA DE RADIACION SOLAR (CANCELA A LA NMX-I-007/2-41-NYCE-2002).,2007-11-27T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-42-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-42. PRUEBAS. PRUEBA SA: RADIACION SOLAR ARTIFICIAL AL NIVEL DEL SUELO (CANCELA A LA NMX-I-007/2-42-NYCE-2002).,2007-11-27T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-44-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-44. PRUEBAS. PRUEBA TA: SOLDABILIDAD DE TERMINALES DE ALAMBRE Y ESPIGAS (CANCELA A LA NMX-I-007/2-44-NYCE-2002).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-45-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-45. PRUEBAS. PRUEBA TB: RESISTENCIA DE LOS COMPONENTES AL CALOR DE LA SOLDADURA (CANCELA A LA NMX-I-007/2-45-NYCE-2002),2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-46-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-46. PRUEBAS. PRUEBA TC: SOLDABILIDAD DE TARJETAS DE CIRCUITO IMPRESO Y PLACAS ESTRATIFICADAS (CANCELA A LA NMX-I-007/2-46-NYCE-2002).,2007-11-27T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-47-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-47. PRUEBAS. PRUEBA U: ROBUSTEZ DE LAS TERMINALES Y DE LOS DISPOSITIVOS DE FIJACION (CANCELA A LA NMX-I-007/2-47-NYCE-2002).,2008-05-09T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-49-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-49. PRUEBAS. PRUEBA Z/AD: PRUEBA CICLICA COMPUESTA DE TEMPERATURA Y HUMEDAD (CANCELA A LA NMX-I-007/2-49-NYCE-2002).,2007-11-27T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-5-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-5. PRUEBAS. PRUEBA AD: FRIO PARA UN ESPECIMEN DISIPADOR CON VARIACION LENTA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-5-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-50-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-50. PRUEBAS. PRUEBA Z/AM: PRUEBA COMBINADA DE FRIO Y BAJA PRESION ATMOSFERICA (CANCELA A LA NMX-I-007/2-50-NYCE-2002).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-52-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-52. PRUEBAS. PRUEBA Z/BM: PRUEBA COMBINADO DE CALOR SECO Y BAJA PRESION ATMOSFERICA (CANCELA A LA NMX-I-007/2-52-NYCE-2002).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-55-NYCE-2007,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-55. PRUEBAS. PRUEBA KB: NIEBLA SALINA, PRUEBA CICLICA (SOLUCION DE CLORURO DE SODIO) (CANCELA A LA NMX-I-007/2-55-NYCE-2002).",2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-56-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRÓNICOS - MÉTODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD - PARTE 2-56. PRUEBAS. PRUEBA EE Y GUÍA: VIBRACIÓN (CANCELA A LA NMX-I-007/2-56-NYCE-2003).,2008-08-07T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-58-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRÓNICOS - MÉTODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD - PARTE 2-58. PRUEBAS. PRUEBAS Z/AFC: PRUEBAS COMBINADAS DE FRÍO/VIBRACIONES (SINUSOIDALES) PARA MUESTRAS QUE DISIPAN Y NO DISIPAN CALOR (CANCELA A LA NMX-I-007/2-58-NYCE-2003).,2008-08-07T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-59-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRÓNICOS - MÉTODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD - PARTE 2-59. PRUEBAS. PRUEBA Z/BFC: PRUEBAS COMBINADAS DE CALOR SECO/VIBRACIONES (SINUSOIDALES) PARA MUESTRAS QUE DISIPAN CALOR Y NO DISIPAN CALOR (CANCELA A LA NMX-I-007/2-59-NYCE-2003).,2008-08-07T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-6-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-6. PRUEBAS. PRUEBA B: CALOR SECO (CANCELA A LA NMX-I-007/2-6-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-61-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRÓNICOS - MÉTODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-61. PRUEBAS. PRUEBA FE: VIBRACIONES. MÉTODO DE SINUSOIDES MODULADAS (CANCELA A LA NMX-I-007/2-61-NYCE-2003).,2008-08-07T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-62-NYCE-2009,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-62. PRUEBAS. PRUEBA FF: VIBRACIONES-METODO DE ACELEROGRAMAS. (CANCELA A LA  NMX-I-007/2-62-NYCE-2003).,2009-08-18T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-63-NYCE-2003,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-63. PRUEBAS. PRUEBA CAB: CALOR HUMEDO, PRUEBA CONTINUA (CANCELA A LA NMX-I-007/2-63-1998-NYCE).
",2003-10-31T00:00:00Z,DEFINITIVA,COMPONENTES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-64-NYCE-2009,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-64. PRUEBAS. GUIA PARA LA PRUEBA KD: PRUEBA DEL ACIDO SULFHIDRICO PARA CONTACTOS Y CONEXIONES (CANCELA A LA NMX-I-007/2-64-NYCE-2004).,2009-08-18T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-65-NYCE-2009,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-65. PRUEBAS. GUIA  PARA LA PRUEBA KC: PRUEBA DEL ANHIDRIDO SULFUROSO  PARA CONTACTOS Y CONEXIONES (CANCELA A LA  NMX-I-007/2-65-NYCE-2004).,2009-08-18T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-67-NYCE-2005,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD. PARTE 2-67. PRUEBAS. PRUEBA EH: PRUEBAS DE MARTILLOS (CANCELA A LA NMX-I-007/2-67-NYCE-2000).,2005-08-15T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-68-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-68. PRUEBAS. PRUEBA KE: PRUEBA DE CORROSION EN UNA CORRIENTE DE MEZCLA DE GASES (CANCELA A LA NMX-I-007/2-68-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-69-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-69. PRUEBAS. PRUEBA Z/ABDM: SECUENCIA CLIMATICA (CANCELA A LA NMX-I-007/2-69-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-7-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-7. PRUEBAS. PRUEBA BA: CALOR SECO PARA UN ESPECIMEN NO DISIPADOR CON VARIACION BRUSCA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-7-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",
NMX-I-007/2-71-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-71. PRUEBAS. PRUEBA FG: VIBRACION INDUCIDA ACUSTICAMENTE (CANCELA A LA NMX-I-007/2-71-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-72-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-72. PRUEBAS. PRUEBA CX: PRUEBA CONTINUA DE CALOR HUMEDO (VAPOR PRESURIZADO NO SATURADO) (CANCELA A LA NMX-I-007/2-72-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-73-NYCE-2006,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-73. PRUEBAS. PRUEBA CY: PRUEBA CONTINUA DE CALOR HUMEDO, PRUEBA ACELERADA APLICABLE PRINCIPALMENTE A COMPONENTES (CANCELA A LA NMX-I-007/2-73-NYCE-2001).",2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-74-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-74. PRUEBAS. PRUEBA L: POLVO Y ARENA (CANCELA A LA NMX-I-007/2-74-NYCE-2001).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-75-NYCE-2006,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-75. PRUEBAS. PRUEBA TE: PRUEBA DE SOLDABILIDAD DE LOS COMPONENTES ELECTRONICOS PARA LA TECNOLOGIA DE MONTAJE EN SUPERFICIE POR EL METODO DE LA BALANZA DE MOJADO. (CANCELA A LA NMX-I-007/2-75-NYCE-2001)
",2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-76-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-76. PRUEBAS. PRUEBA XB: ABRASION DE LAS MARCAS E INSCRIPCIONES POR FRICCION DE DEDOS Y MANOS (CANCELA A LA NMX-I-007/2-76-NYCE-2001).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-8-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-8. PRUEBAS. PRUEBA BB: CALOR SECO PARA UN ESPECIMEN NO DISIPADOR DE CALOR CON VARIACION LENTA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-8-NYCE-2001).,2009-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/2-9-NYCE-2006,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 2-9. PRUEBAS. PRUEBA BC: CALOR SECO PARA UN ESPECIMEN DISIPADOR DE CALOR CON VARIACION BRUSCA DE LA TEMPERATURA (CANCELA A LA NMX-I-007/2-9-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/3-1-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 3-1. INFORMACION BASICA-SECCION 1: PRUEBAS DE FRIO Y CALOR SECO (CANCELA A LA NMX-I-007/3-1-NYCE-2002).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/3-2-NYCE-2007,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 3-2. INFORMACION BASICA-SECCION 2: PRUEBAS COMBINADAS DE TEMPERATURA/BAJA PRESION ATMOSFERICA (CANCELA A LA NMX-I-007/3-2-NYCE-2002).,2008-02-14T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/3-3-NYCE-2008,"EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 3-3. INFORMACION DE BASE-SECCION 3: GUIA. METODOS DE PRUEBAS SISMICAS APLICABLES A LOS EQUIPOS (CANCELA A LA NMX-I-007/3-3-NYCE-2003).
",2008-10-09T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-007/5-2-NYCE-2008,EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS AMBIENTALES Y DE DURABILIDAD-PARTE 5-2. GUIA PARA LA REDACCION DE METODOS DE PRUEBA-TERMINOS Y DEFINICIONES (CANCELA A LA NMX-I-007/5-2-NYCE-2003).,2008-10-09T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-008-1980,"""ESPECIFICACIONES Y MÉTODOS DE PRUEBA PARA ALAMBRE CIRCULAR DE COBRE, ESMALTADO CON RESINAS A BASE DE POLIURETANO"". (ESTA NORMA CANCELA LA NOM-J-70-1965).",1980-07-09T00:00:00Z,DEFINITIVA,ALAMBRE,INDUSTRIA ELECTRÓNICA,CTNN DE LA INDUSTRIA ELECTRÓNICA Y DE COMUNICACIONES ELÉCTRICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1980/nmx-i-008-1980.pdf
